Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
managereserve01,Edge Chromium 122,,,21-03-2024 14:10:06,21-03-2024 14:10:20,13.745s,FAILED
,,,,,,,
Test Cases/login/login01,Edge Chromium 122,,,21-03-2024 14:10:06,21-03-2024 14:10:14,7.493s,PASSED
"openBrowser("""")",Edge Chromium 122,,,21-03-2024 14:10:07,21-03-2024 14:10:10,3.351s,PASSED
"navigateToUrl(""http://localhost:3000/"")",Edge Chromium 122,,,21-03-2024 14:10:10,21-03-2024 14:10:11,0.639s,PASSED
"click(findTestObject(""Object Repository/button_Log In""))",Edge Chromium 122,,,21-03-2024 14:10:11,21-03-2024 14:10:11,0.508s,PASSED
"setText(findTestObject(""Object Repository/input_User Name_username""), strUsername)",Edge Chromium 122,,,21-03-2024 14:10:11,21-03-2024 14:10:12,0.928s,PASSED
"setEncryptedText(findTestObject(""Object Repository/input_Password_password""), strPassword)",Edge Chromium 122,,,21-03-2024 14:10:12,21-03-2024 14:10:12,0.350s,PASSED
"click(findTestObject(""Object Repository/button_Log In""))",Edge Chromium 122,,,21-03-2024 14:10:12,21-03-2024 14:10:13,0.590s,PASSED
"verifyElementPresent(findTestObject(""SeeIfloged""), 1)",Edge Chromium 122,,,21-03-2024 14:10:13,21-03-2024 14:10:14,0.859s,PASSED
,,,,,,,
Test Cases/managereserve/managereserve01,Edge Chromium 122,Prueba si se pueden crear nuevas reservas,,21-03-2024 14:10:14,21-03-2024 14:10:20,6.106s,FAILED
"click(findTestObject(""Object Repository/a_Add Reservation""))",Edge Chromium 122,,,21-03-2024 14:10:14,21-03-2024 14:10:14,0.295s,PASSED
"setText(findTestObject(""Object Repository/input_Date_date""), fecha)",Edge Chromium 122,,,21-03-2024 14:10:14,21-03-2024 14:10:15,0.996s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/select_Select OneMilano""), restaurante, true)",Edge Chromium 122,,,21-03-2024 14:10:15,21-03-2024 14:10:16,0.830s,PASSED
"selectOptionByValue(findTestObject(""select_Select OneOrder 1 - Capacity 1Order 2 - Capacity 2Order 3 - Capacity 3Order 4 - Capacity 4""), mesa, true)",Edge Chromium 122,,,21-03-2024 14:10:16,21-03-2024 14:10:17,1.034s,PASSED
"click(findTestObject(""Object Repository/button_Create Reservation""))",Edge Chromium 122,,,21-03-2024 14:10:17,21-03-2024 14:10:18,0.513s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/div_Reservation Created""), 1)",Edge Chromium 122,,,21-03-2024 14:10:18,21-03-2024 14:10:20,2.306s,FAILED
